Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
19,Female,Pants,Outerwear,98,Illinois,S,Blue,Winter,4.1,No,Free Shipping,No,Yes,49,Cash,Weekly
33,Female,Scarf,Accessories,20,Ohio,L,Blue,Spring,4.7,No,2-Day Shipping,Yes,No,35,Credit Card,Annually
30,Female,Coat,Footwear,89,Oregon,S,Green,Summer,4.8,No,Free Shipping,Yes,No,44,Credit Card,Bi-Weekly
19,Female,Hoodie,Outerwear,25,Rhode Island,S,Yellow,Winter,4.0,Yes,Express,No,Yes,11,Cash,Monthly
57,Male,Shirt,Accessories,81,Washington,S,Purple,Fall,4.3,Yes,2-Day Shipping,Yes,Yes,3,Credit Card,Monthly
27,Female,Shirt,Outerwear,67,Oregon,M,Purple,Spring,4.2,No,2-Day Shipping,No,No,22,Debit Card,Quarterly
33,Female,Pants,Footwear,99,California,M,Yellow,Winter,4.9,Yes,Next Day Air,No,Yes,33,Debit Card,Annually
26,Female,Hoodie,Footwear,60,Maine,M,Pink,Winter,3.1,No,Free Shipping,No,No,41,Venmo,Weekly
48,Female,Blouse,Accessories,83,Arizona,L,White,Summer,4.1,Yes,2-Day Shipping,Yes,No,10,Venmo,Every 3 Months
60,Male,Shorts,Clothing,93,Georgia,S,Gray,Spring,4.0,No,2-Day Shipping,Yes,Yes,39,Credit Card,Annually
25,Female,Scarf,Footwear,55,Washington,S,Green,Fall,3.0,Yes,Express,Yes,No,22,PayPal,Monthly
54,Male,Pants,Footwear,82,Rhode Island,M,Blue,Summer,3.6,No,Express,No,Yes,35,Cash,Monthly
31,Female,Hoodie,Footwear,43,Kentucky,L,Green,Spring,3.3,No,Standard,No,No,41,PayPal,Monthly
47,Male,Blouse,Footwear,85,Illinois,L,Pink,Spring,3.0,No,Express,Yes,No,48,Cash,Bi-Weekly
62,Female,Shorts,Clothing,55,Maine,L,Purple,Winter,4.1,Yes,Next Day Air,No,Yes,11,Cash,Weekly
34,Female,Shorts,Footwear,70,Massachusetts,M,Yellow,Spring,4.6,No,Next Day Air,No,Yes,37,Credit Card,Every 3 Months
67,Male,Jacket,Clothing,48,Ohio,M,Purple,Fall,3.5,Yes,2-Day Shipping,Yes,No,9,Cash,Bi-Weekly
41,Male,Jeans,Outerwear,93,Arizona,S,Beige,Winter,3.6,No,Express,Yes,No,14,PayPal,Every 3 Months
28,Female,Sandals,Clothing,36,Maine,S,Green,Winter,4.3,Yes,Express,Yes,Yes,45,Debit Card,Annually
56,Female,Jewelry,Accessories,26,Rhode Island,S,Black,Fall,3.6,Yes,2-Day Shipping,Yes,No,26,Credit Card,Every 3 Months
56,Female,Shirt,Outerwear,87,Washington,M,Yellow,Summer,2.9,No,Free Shipping,Yes,Yes,6,Venmo,Every 3 Months
65,Female,T-shirt,Clothing,74,Illinois,M,Gray,Fall,3.7,Yes,Next Day Air,No,No,27,Cash,Quarterly
63,Female,Socks,Clothing,81,Kentucky,L,Pink,Winter,3.7,Yes,2-Day Shipping,No,Yes,8,PayPal,Monthly
25,Male,Shorts,Clothing,89,Illinois,M,Gray,Winter,3.6,No,Free Shipping,No,No,33,Debit Card,Quarterly
67,Female,Scarf,Clothing,24,California,S,Blue,Winter,4.5,No,Free Shipping,No,No,35,Cash,Every 3 Months
70,Female,Sandals,Clothing,84,Ohio,S,Purple,Fall,2.9,Yes,2-Day Shipping,Yes,No,3,Credit Card,Weekly
28,Female,Jacket,Clothing,64,California,M,Red,Spring,3.9,No,Standard,No,No,34,Venmo,Bi-Weekly
37,Male,Hat,Accessories,70,California,XL,Pink,Spring,4.9,No,Free Shipping,Yes,No,7,Cash,Bi-Weekly
24,Female,Handbag,Accessories,42,Illinois,L,Maroon,Summer,3.0,Yes,Next Day Air,Yes,No,37,Debit Card,Monthly
55,Female,Socks,Accessories,78,Florida,M,White,Spring,3.2,Yes,Free Shipping,No,No,1,PayPal,Every 3 Months
19,Female,Hoodie,Clothing,35,Ohio,XL,Beige,Spring,3.3,No,Next Day Air,Yes,No,17,Credit Card,Every 3 Months
37,Male,Hoodie,Outerwear,86,Arizona,S,Blue,Winter,4.7,Yes,Next Day Air,Yes,No,36,Venmo,Weekly
54,Male,Sandals,Accessories,78,Rhode Island,M,Green,Winter,4.5,No,Standard,No,No,43,PayPal,Monthly
61,Female,T-shirt,Footwear,60,Florida,L,Maroon,Fall,4.2,No,Free Shipping,Yes,No,11,Debit Card,Quarterly
42,Female,T-shirt,Footwear,21,Oregon,XL,Green,Winter,3.0,Yes,2-Day Shipping,Yes,No,48,Venmo,Quarterly
43,Male,Scarf,Clothing,21,New York,XL,Purple,Winter,2.9,Yes,Free Shipping,Yes,Yes,15,Venmo,Weekly
63,Male,Shirt,Outerwear,46,Florida,M,Beige,Summer,3.6,No,Express,No,Yes,44,PayPal,Every 3 Months
30,Male,Dress,Accessories,68,Rhode Island,M,Red,Spring,3.6,Yes,Express,No,Yes,46,Cash,Quarterly
22,Female,Jeans,Clothing,94,Kentucky,XL,Green,Winter,4.1,Yes,Express,No,Yes,22,PayPal,Quarterly
55,Male,Sneakers,Outerwear,32,Washington,S,Yellow,Spring,3.5,No,2-Day Shipping,No,Yes,32,PayPal,Weekly
62,Male,Socks,Footwear,61,Rhode Island,L,Blue,Winter,4.3,Yes,Express,Yes,Yes,8,Venmo,Weekly
58,Male,Sandals,Accessories,66,California,S,Gray,Spring,2.8,No,2-Day Shipping,No,No,21,Venmo,Every 3 Months
33,Male,Coat,Clothing,98,Pennsylvania,XL,Turquoise,Spring,4.4,Yes,Standard,No,No,47,Debit Card,Weekly
24,Female,Dress,Clothing,53,Ohio,S,White,Winter,2.5,Yes,Standard,No,No,24,PayPal,Weekly
62,Female,Sandals,Outerwear,43,Florida,M,Yellow,Fall,2.7,No,Express,No,No,36,PayPal,Annually
67,Female,Shirt,Clothing,90,Oregon,XL,Black,Winter,3.5,No,Free Shipping,Yes,No,26,Debit Card,Monthly
37,Male,T-shirt,Clothing,53,Illinois,L,Green,Summer,2.8,Yes,Next Day Air,No,Yes,34,Debit Card,Bi-Weekly
61,Male,Sneakers,Accessories,50,Texas,L,Red,Summer,2.5,No,Next Day Air,No,No,43,Venmo,Quarterly
56,Female,Handbag,Footwear,54,New York,S,Green,Spring,4.6,No,Express,No,Yes,26,Debit Card,Monthly
69,Female,Hoodie,Footwear,80,Massachusetts,S,Black,Spring,4.8,No,Free Shipping,No,No,15,Debit Card,Annually
25,Female,Pants,Outerwear,98,Illinois,L,Pink,Fall,2.8,Yes,Free Shipping,No,Yes,37,Credit Card,Monthly
68,Female,Sneakers,Footwear,63,Ohio,XL,Black,Fall,4.4,No,Express,No,No,23,Credit Card,Weekly
54,Male,Hoodie,Outerwear,66,Arizona,S,Purple,Winter,3.2,No,Next Day Air,No,No,48,Credit Card,Monthly
68,Male,Pants,Accessories,43,Maine,XL,Beige,Spring,4.8,No,Express,No,No,27,Cash,Annually
20,Female,Shirt,Outerwear,83,Oregon,L,Red,Spring,4.0,Yes,Standard,No,Yes,45,Credit Card,Every 3 Months
40,Female,Hat,Footwear,74,Kentucky,XL,Purple,Winter,4.5,No,Standard,Yes,Yes,49,Debit Card,Monthly
52,Female,Jewelry,Clothing,46,Colorado,L,Yellow,Summer,2.5,No,Free Shipping,No,Yes,7,Credit Card,Every 3 Months
45,Female,Shirt,Accessories,73,Maine,XL,Beige,Summer,4.5,Yes,Next Day Air,Yes,No,15,Venmo,Bi-Weekly
60,Male,Jewelry,Footwear,67,Rhode Island,M,Green,Spring,3.9,Yes,Express,No,Yes,41,Debit Card,Quarterly
41,Male,Shirt,Accessories,66,Georgia,XL,Turquoise,Winter,4.5,No,Express,No,No,42,Debit Card,Quarterly
22,Male,Hat,Outerwear,71,Maine,L,White,Fall,4.6,Yes,Express,Yes,No,30,Credit Card,Every 3 Months
50,Male,Dress,Footwear,55,Massachusetts,XL,Yellow,Summer,2.7,No,2-Day Shipping,No,Yes,10,PayPal,Weekly
59,Female,Sneakers,Clothing,77,Michigan,M,Yellow,Winter,2.8,Yes,Standard,No,No,45,PayPal,Bi-Weekly
39,Female,Shirt,Clothing,43,Georgia,S,Blue,Fall,4.4,No,Express,Yes,Yes,49,PayPal,Quarterly
18,Male,Socks,Clothing,93,New York,XL,Blue,Spring,4.7,No,Express,Yes,Yes,13,Cash,Bi-Weekly
44,Female,Scarf,Clothing,36,Arizona,L,Beige,Fall,4.5,Yes,2-Day Shipping,Yes,No,46,Debit Card,Monthly
70,Female,Sweater,Accessories,93,Pennsylvania,M,Beige,Spring,3.3,No,2-Day Shipping,No,Yes,1,Venmo,Every 3 Months
49,Female,T-shirt,Footwear,49,Illinois,S,Yellow,Winter,3.7,No,Free Shipping,No,No,33,Venmo,Bi-Weekly
24,Male,Blouse,Clothing,32,Ohio,XL,Red,Summer,3.1,Yes,Express,No,Yes,7,Venmo,Monthly
45,Female,Hat,Clothing,54,California,S,Green,Summer,3.9,No,2-Day Shipping,Yes,No,32,Credit Card,Monthly
41,Female,Sneakers,Clothing,50,Massachusetts,XL,Turquoise,Winter,3.2,No,Standard,No,Yes,10,Cash,Annually
58,Male,Shorts,Outerwear,91,Arizona,XL,Purple,Winter,3.9,Yes,Free Shipping,No,Yes,5,Cash,Weekly
47,Male,Hoodie,Footwear,75,Oregon,S,Black,Spring,2.6,Yes,2-Day Shipping,No,No,45,PayPal,Monthly
63,Male,Jewelry,Accessories,68,Massachusetts,S,White,Fall,2.6,No,Next Day Air,No,No,20,Debit Card,Monthly
27,Male,Handbag,Outerwear,45,Arizona,M,Yellow,Summer,3.9,No,Next Day Air,Yes,No,16,Venmo,Bi-Weekly
45,Female,Hat,Outerwear,38,Rhode Island,XL,Yellow,Fall,2.8,No,Standard,Yes,Yes,49,Credit Card,Every 3 Months
29,Male,Pants,Accessories,39,Arizona,XL,Maroon,Winter,4.7,No,2-Day Shipping,No,Yes,26,PayPal,Quarterly
64,Female,Hat,Clothing,80,Illinois,S,Beige,Spring,3.5,No,Express,No,No,20,Debit Card,Annually
51,Male,Pants,Clothing,21,Arizona,M,Green,Summer,2.5,No,Next Day Air,Yes,No,14,Venmo,Weekly
59,Female,Scarf,Footwear,42,Colorado,S,Turquoise,Winter,3.1,No,Next Day Air,Yes,Yes,35,Debit Card,Every 3 Months
35,Female,Hat,Clothing,73,Texas,L,Turquoise,Summer,3.1,No,Standard,Yes,Yes,41,PayPal,Annually
57,Male,Shirt,Outerwear,83,Texas,M,Black,Fall,3.5,No,Free Shipping,Yes,Yes,7,Credit Card,Weekly
69,Female,Jeans,Outerwear,37,Oregon,L,Turquoise,Spring,3.4,No,Express,No,Yes,13,Credit Card,Annually
52,Female,Blouse,Outerwear,100,Florida,M,Purple,Summer,3.2,Yes,Next Day Air,No,Yes,2,Credit Card,Quarterly
67,Male,Coat,Accessories,86,Pennsylvania,XL,Green,Spring,4.8,Yes,2-Day Shipping,No,Yes,2,PayPal,Weekly
48,Male,Dress,Clothing,88,Georgia,S,Maroon,Summer,4.2,No,Standard,Yes,Yes,2,Venmo,Quarterly
47,Female,Sweater,Clothing,60,New York,M,Blue,Fall,4.2,Yes,Standard,No,No,19,Debit Card,Bi-Weekly
45,Male,Jacket,Clothing,82,Ohio,XL,Green,Winter,4.3,Yes,Next Day Air,No,Yes,8,Venmo,Bi-Weekly
70,Male,Coat,Clothing,58,Ohio,XL,White,Summer,4.8,No,Standard,Yes,No,14,Venmo,Quarterly
64,Male,Jewelry,Footwear,52,Arizona,L,Black,Winter,3.7,Yes,Express,No,No,12,Venmo,Every 3 Months
55,Male,Dress,Footwear,91,Colorado,L,Black,Fall,5.0,No,Free Shipping,No,Yes,50,PayPal,Every 3 Months
35,Male,Shirt,Outerwear,92,Kentucky,XL,Pink,Fall,3.1,Yes,Standard,Yes,Yes,44,Venmo,Every 3 Months
38,Female,Scarf,Outerwear,26,Massachusetts,L,Gray,Spring,4.9,No,2-Day Shipping,Yes,Yes,5,Debit Card,Quarterly
33,Male,Hat,Accessories,70,Colorado,XL,Gray,Winter,3.2,Yes,Next Day Air,Yes,No,5,PayPal,Every 3 Months
23,Female,Jewelry,Outerwear,32,Rhode Island,XL,Red,Spring,2.7,No,Standard,No,Yes,17,Venmo,Monthly
35,Female,Handbag,Clothing,40,Pennsylvania,XL,White,Winter,3.3,Yes,Next Day Air,No,No,29,PayPal,Weekly
46,Female,Sandals,Outerwear,27,Colorado,L,Red,Winter,3.4,No,2-Day Shipping,No,No,8,Cash,Every 3 Months
33,Male,Sandals,Outerwear,47,Arizona,M,Beige,Summer,4.8,Yes,2-Day Shipping,No,No,28,Debit Card,Annually
66,Male,Jacket,Footwear,52,New York,XL,Turquoise,Spring,2.7,No,Free Shipping,No,No,23,Credit Card,Every 3 Months
47,Male,Jewelry,Clothing,80,Illinois,S,Turquoise,Fall,2.6,No,Standard,Yes,No,43,Debit Card,Bi-Weekly
54,Female,T-shirt,Accessories,100,Pennsylvania,S,Pink,Spring,2.9,Yes,Express,No,Yes,26,PayPal,Bi-Weekly
57,Female,Jewelry,Accessories,32,Oregon,L,Gray,Winter,3.6,Yes,Standard,Yes,No,1,Venmo,Weekly
60,Female,Sweater,Accessories,77,Washington,XL,Maroon,Winter,3.3,Yes,Standard,Yes,No,45,Credit Card,Weekly
42,Female,Scarf,Outerwear,62,Rhode Island,XL,Red,Spring,3.0,No,Next Day Air,No,Yes,39,Venmo,Monthly
39,Female,Jewelry,Accessories,53,Georgia,M,Blue,Summer,3.6,Yes,2-Day Shipping,No,Yes,20,PayPal,Weekly
19,Male,Shorts,Accessories,66,Rhode Island,M,Maroon,Fall,4.7,No,Express,Yes,Yes,22,Debit Card,Weekly
49,Male,Pants,Accessories,66,Ohio,S,Purple,Summer,4.2,Yes,Standard,Yes,Yes,25,Credit Card,Quarterly
38,Female,Sandals,Footwear,91,Massachusetts,S,Black,Spring,4.1,No,Free Shipping,No,No,24,Debit Card,Monthly
29,Male,Coat,Clothing,91,Illinois,S,Maroon,Spring,3.2,No,2-Day Shipping,Yes,Yes,14,Debit Card,Every 3 Months
49,Female,Dress,Footwear,52,Arizona,S,Pink,Fall,4.7,No,Express,Yes,No,20,Cash,Weekly
31,Female,Sweater,Clothing,64,Georgia,XL,Black,Spring,3.2,Yes,Standard,No,Yes,28,Cash,Every 3 Months
40,Female,Scarf,Footwear,22,Michigan,S,Green,Winter,3.7,Yes,Free Shipping,Yes,No,40,Venmo,Every 3 Months
69,Male,Jacket,Clothing,72,Texas,M,White,Spring,3.4,Yes,Standard,No,No,38,PayPal,Annually
34,Male,T-shirt,Accessories,35,Texas,XL,Red,Fall,3.2,Yes,Next Day Air,No,Yes,31,Debit Card,Weekly
39,Male,Jeans,Accessories,64,New York,L,Red,Summer,4.8,Yes,Standard,No,Yes,41,Debit Card,Monthly
35,Female,Scarf,Accessories,97,Colorado,M,Gray,Spring,4.5,No,2-Day Shipping,Yes,Yes,40,Venmo,Annually
56,Male,Sandals,Footwear,45,Georgia,L,Pink,Summer,4.5,Yes,Express,Yes,No,38,Credit Card,Annually
62,Male,Coat,Accessories,93,Massachusetts,S,White,Summer,4.7,Yes,Next Day Air,Yes,Yes,3,Credit Card,Monthly
35,Male,Shorts,Outerwear,93,Ohio,S,Turquoise,Winter,4.9,Yes,Next Day Air,No,Yes,44,PayPal,Annually
53,Female,T-shirt,Clothing,88,California,XL,Yellow,Fall,4.4,No,Free Shipping,No,Yes,32,PayPal,Bi-Weekly
18,Male,Pants,Footwear,42,Michigan,XL,Pink,Summer,2.9,No,Express,No,No,3,Cash,Every 3 Months
51,Male,Shirt,Accessories,56,Michigan,M,Purple,Winter,2.9,Yes,Express,Yes,No,32,PayPal,Quarterly
30,Female,Sneakers,Accessories,65,Ohio,L,Beige,Spring,3.6,No,2-Day Shipping,Yes,No,21,PayPal,Quarterly
23,Male,Shorts,Clothing,61,Texas,XL,Maroon,Summer,4.5,Yes,Free Shipping,No,No,23,Credit Card,Bi-Weekly
33,Female,Shorts,Accessories,85,New York,XL,Yellow,Summer,4.9,Yes,Free Shipping,No,Yes,2,Credit Card,Every 3 Months
64,Female,Sweater,Accessories,82,Massachusetts,L,Gray,Spring,4.5,Yes,Standard,Yes,Yes,17,Venmo,Bi-Weekly
44,Male,T-shirt,Clothing,77,Colorado,L,Green,Spring,2.8,Yes,2-Day Shipping,No,No,45,Cash,Quarterly
49,Female,Jewelry,Clothing,30,Rhode Island,S,Green,Winter,3.6,Yes,Free Shipping,No,No,31,Debit Card,Annually
53,Male,Jacket,Outerwear,68,Arizona,S,Maroon,Spring,4.3,Yes,Express,No,Yes,25,Debit Card,Bi-Weekly
66,Female,Jewelry,Outerwear,98,Ohio,XL,Maroon,Spring,2.9,Yes,Free Shipping,Yes,No,49,Debit Card,Every 3 Months
33,Male,Shirt,Clothing,56,Rhode Island,S,Purple,Fall,3.3,Yes,Standard,No,Yes,35,PayPal,Annually
62,Female,Socks,Footwear,79,Arizona,XL,Purple,Summer,2.8,Yes,2-Day Shipping,No,No,50,Cash,Weekly
48,Male,Dress,Outerwear,100,New York,XL,Maroon,Spring,4.4,Yes,Standard,Yes,No,7,PayPal,Quarterly
59,Male,Dress,Clothing,38,Illinois,L,Pink,Fall,3.4,No,2-Day Shipping,Yes,No,28,Cash,Monthly
63,Male,Jacket,Accessories,41,Georgia,XL,Gray,Winter,3.7,Yes,2-Day Shipping,Yes,Yes,45,Venmo,Bi-Weekly
49,Male,Handbag,Footwear,63,Massachusetts,XL,Pink,Winter,3.7,No,Free Shipping,No,No,38,Cash,Bi-Weekly
46,Female,Sandals,Accessories,73,Rhode Island,XL,Maroon,Fall,4.9,No,Express,No,Yes,40,Cash,Annually
68,Male,Sneakers,Outerwear,100,Georgia,S,Turquoise,Winter,4.0,Yes,Standard,No,Yes,23,Cash,Weekly
19,Male,Pants,Accessories,98,Ohio,S,Beige,Spring,4.1,Yes,Next Day Air,No,Yes,44,Cash,Bi-Weekly
23,Male,Sweater,Footwear,93,Colorado,M,Maroon,Winter,2.8,No,Standard,Yes,No,32,Debit Card,Annually
36,Male,Jacket,Clothing,71,Maine,L,Black,Spring,4.9,No,Next Day Air,Yes,No,2,Venmo,Quarterly
32,Female,Sneakers,Clothing,29,Massachusetts,M,Red,Spring,4.8,No,Next Day Air,No,Yes,25,Credit Card,Every 3 Months
